7.8886091e-31 0
1.5777218e-30 0
3.1554436e-30 0
6.3108872e-30 0
1.2621774e-29 0
2.5243549e-29 0
5.0487098e-29 0
1.009742e-28 0
2.0194839e-28 0
4.0389678e-28 0
8.0779357e-28 0
1.6155871e-27 0
3.2311743e-27 0
6.4623485e-27 0
1.2924697e-26 0
2.5849394e-26 0
5.1698788e-26 0
1.0339758e-25 0
2.0679515e-25 0
4.1359031e-25 0
8.2718061e-25 0
1.6543612e-24 0
3.3087225e-24 0
6.6174449e-24 0
1.323489e-23 0
2.646978e-23 0
5.2939559e-23 0
1.0587912e-22 0
2.1175824e-22 0
4.2351647e-22 0
8.4703295e-22 0
1.6940659e-21 0
3.3881318e-21 0
6.7762636e-21 0
1.3552527e-20 0
2.7105054e-20 0
5.4210109e-20 0
1.0842022e-19 0
2.1684043e-19 0
4.3368087e-19 0
8.6736174e-19 0
1.7347235e-18 0
3.469447e-18 0
6.9388939e-18 0
1.3877788e-17 0
2.7755576e-17 0
5.5511151e-17 0
1.110223e-16 0
2.220446e-16 0
4.4408921e-16 0
8.8817842e-16 0
1.7763568e-15 0
3.5527137e-15 0
7.1054274e-15 0
1.4210855e-14 0
2.8421709e-14 0
5.6843419e-14 0
1.1368684e-13 0
2.2737368e-13 0
4.5474735e-13 0
9.094947e-13 0
1.8189894e-12 0
3.6379788e-12 0
7.2759576e-12 0
1.4551915e-11 0
2.910383e-11 0
5.8207661e-11 0
1.1641532e-10 0
2.3283064e-10 0
4.6566129e-10 0
9.3132257e-10 0
1.8626451e-09 0
3.7252903e-09 0
7.4505806e-09 0
1.4901161e-08 0
2.9802322e-08 0
5.9604645e-08 0
1.1920929e-07 0
2.3841858e-07 0
4.7683716e-07 0
9.5367432e-07 0
1.9073486e-06 0
3.8146973e-06 0
7.6293945e-06 0
1.5258789e-05 0
3.0517578e-05 0
6.1035156e-05 0
0.00012207031 0
0.00024414062 0
0.00048828125 0
0.0009765625 0
0.001953125 0
0.00390625 0
0.0078125 0
0.015625 0
0.03125 0
0.0625 0
0.125 0
0.25 0
0.5 0
1 0
2 0
4 0
8 0
16 0.0033697047
32 0.0052952503
64 0.0018653723
128 0.00073210847
256 0.00085746951
512 0.0006869785
1024 7.3963013e-05
2048 1.9430961e-05
4096 1.567013e-05
8192 1.4259818e-05
16384 1.0577338e-05
32768 4.5443377e-06
65536 1.2927857e-06
131072 6.4639286e-07
262144 5.9252679e-07
524288 9.3041397e-08
1048576 0
2097152 0
4194304 0
8388608 0
16777216 0
33554432 0
67108864 0
1.3421773e+08 0
2.6843546e+08 0
5.3687091e+08 0
1.0737418e+09 0
2.1474836e+09 0
4.2949673e+09 0
8.5899346e+09 0
1.7179869e+10 0
3.4359738e+10 0
6.8719477e+10 0
1.3743895e+11 0
2.7487791e+11 0
5.4975581e+11 0
1.0995116e+12 0
2.1990233e+12 0
4.3980465e+12 0
8.796093e+12 0
1.7592186e+13 0
3.5184372e+13 0
7.0368744e+13 0
1.4073749e+14 0
2.8147498e+14 0
5.6294995e+14 0
1.1258999e+15 0
2.2517998e+15 0
4.5035996e+15 0
9.0071993e+15 0
1.8014399e+16 0
3.6028797e+16 0
7.2057594e+16 0
1.4411519e+17 0
2.8823038e+17 0
5.7646075e+17 0
1.1529215e+18 0
2.305843e+18 0
4.611686e+18 0
9.223372e+18 0
1.8446744e+19 0
3.6893488e+19 0
7.3786976e+19 0
1.4757395e+20 0
2.9514791e+20 0
5.9029581e+20 0
1.1805916e+21 0
2.3611832e+21 0
4.7223665e+21 0
9.444733e+21 0
1.8889466e+22 0
3.7778932e+22 0
7.5557864e+22 0
1.5111573e+23 0
3.0223145e+23 0
6.0446291e+23 0
1.2089258e+24 0
2.4178516e+24 0
4.8357033e+24 0
9.6714066e+24 0
1.9342813e+25 0
3.8685626e+25 0
7.7371252e+25 0
1.547425e+26 0
3.0948501e+26 0
6.1897002e+26 0
1.23794e+27 0
2.4758801e+27 0
4.9517602e+27 0
9.9035203e+27 0
1.9807041e+28 0
3.9614081e+28 0
7.9228163e+28 0
1.5845633e+29 0
3.1691265e+29 0
6.338253e+29 0

